"id","formula_masters_id","equipment_machine_id","equipment_machine_unit","tag_name","em_qty","topic_number","users_id","record_status","created_at","updated_at"
"2520","MF2405002","EM001","-","","1","2","","1","2024-05-09 02:39:34","2024-05-09 02:39:45"
"2521","MF2405002","LT001","-","","1","2","","1","2024-05-09 02:39:35","2024-05-09 02:39:46"
"2522","MF2405002","LT002","-","","1","2","","1","2024-05-09 02:39:37","2024-05-09 02:39:47"
"2523","MF2405002","MC001","-","","1","2","","1","2024-05-09 02:39:38","2024-05-09 02:39:48"
"2524","MF2405002","MC002","-","","1","2","","1","2024-05-09 02:39:40","2024-05-09 02:39:49"
"2525","MF2405002","MC003","-","","1","2","","1","2024-05-09 02:39:42","2024-05-09 02:39:50"
"2526","MF2405002","MC004","-","","1","2","","1","2024-05-09 02:39:44","2024-05-09 02:39:51"
"2527","MF2405002","MC005","-","","1","8","","1","2024-05-09 03:12:32","2024-05-09 03:12:44"
"2528","MF2405002","MC006","-","","1","8","","1","2024-05-09 03:12:35","2024-05-09 03:12:46"
"2529","MF2405002","MC007","-","","1","8","","1","2024-05-09 03:12:37","2024-05-09 03:12:47"
"2530","MF2405002","MC008","-","","1","8","","1","2024-05-09 03:12:39","2024-05-09 03:12:47"
"2531","MF2405002","MC009","-","","1","8","","1","2024-05-09 03:12:42","2024-05-09 03:12:48"
"2532","MF2405003","EM001","-","","1","2","","1","2024-05-09 10:11:17","2024-05-09 10:11:33"
"2533","MF2405003","LT001","-","","1","2","","1","2024-05-09 10:11:18","2024-05-09 10:11:34"
"2534","MF2405003","LT002","-","","1","2","","1","2024-05-09 10:11:20","2024-05-09 10:11:34"
"2535","MF2405003","MC001","-","","1","2","","1","2024-05-09 10:11:22","2024-05-09 10:11:35"
"2536","MF2405003","MC002","-","","1","2","","1","2024-05-09 10:11:24","2024-05-09 10:11:36"
"2537","MF2405003","MC003","-","","1","2","","1","2024-05-09 10:11:27","2024-05-09 10:11:37"
"2538","MF2405003","MC004","-","","1","2","","1","2024-05-09 10:11:30","2024-05-09 10:11:40"
"2539","MF2405003","MC005","-","","1","8","","1","2024-05-09 10:12:51","2024-05-09 10:13:01"
"2540","MF2405003","MC006","-","","1","8","","1","2024-05-09 10:12:53","2024-05-09 10:13:02"
"2541","MF2405003","MC007","-","","1","8","","1","2024-05-09 10:12:55","2024-05-09 10:13:02"
"2542","MF2405003","MC008","-","","1","8","","1","2024-05-09 10:12:57","2024-05-09 10:13:03"
"2543","MF2405003","MC009","-","","1","8","","1","2024-05-09 10:12:59","2024-05-09 10:13:04"
"2544","MF2405004","EM001","-","","1","2","","1","2024-05-14 03:51:35","2024-05-14 03:51:48"
"2545","MF2405004","LT001","-","","1","2","","1","2024-05-14 03:51:36","2024-05-14 03:51:50"
"2546","MF2405004","LT002","-","","1","2","","1","2024-05-14 03:51:38","2024-05-14 03:51:51"
"2547","MF2405004","MC001","-","","1","2","","1","2024-05-14 03:51:40","2024-05-14 03:51:51"
"2548","MF2405004","MC002","-","","1","2","","1","2024-05-14 03:51:42","2024-05-14 03:51:53"
"2549","MF2405004","MC003","-","","1","2","","1","2024-05-14 03:51:44","2024-05-14 03:51:54"
"2550","MF2405004","MC004","-","","1","2","","1","2024-05-14 03:51:46","2024-05-14 03:51:56"
"2551","MF2405004","MC005","-","","1","8","","1","2024-05-14 03:53:09","2024-05-14 03:53:25"
"2552","MF2405004","MC006","-","","1","8","","1","2024-05-14 03:53:13","2024-05-14 03:53:27"
"2553","MF2405004","MC007","-","","1","8","","1","2024-05-14 03:53:17","2024-05-14 03:53:29"
"2554","MF2405004","MC008","-","","1","8","","1","2024-05-14 03:53:20","2024-05-14 03:53:33"
"2555","MF2405004","MC009","-","","1","8","","1","2024-05-14 03:53:23","2024-05-14 03:53:34"
"2556","MF2405005","EM001","-","","1","2","","1","2024-05-14 04:51:43","2024-05-14 04:51:55"
"2557","MF2405005","LT001","-","","1","2","","1","2024-05-14 04:51:44","2024-05-14 04:51:56"
"2558","MF2405005","LT002","-","","1","2","","1","2024-05-14 04:51:46","2024-05-14 04:51:56"
"2559","MF2405005","MC001","-","","1","2","","1","2024-05-14 04:51:48","2024-05-14 04:51:57"
"2560","MF2405005","MC002","-","","1","2","","1","2024-05-14 04:51:49","2024-05-14 04:51:59"
"2561","MF2405005","MC003","-","","1","2","","1","2024-05-14 04:51:52","2024-05-14 04:52:00"
"2562","MF2405005","MC004","-","","1","2","","1","2024-05-14 04:51:54","2024-05-14 04:52:01"
"2563","MF2405005","MC005","-","","1","8","","1","2024-05-14 04:58:06","2024-05-14 04:58:17"
"2564","MF2405005","MC006","-","","1","8","","1","2024-05-14 04:58:10","2024-05-14 04:58:18"
"2565","MF2405005","MC007","-","","1","8","","1","2024-05-14 04:58:12","2024-05-14 04:58:19"
"2566","MF2405005","MC008","-","","1","8","","1","2024-05-14 04:58:14","2024-05-14 04:58:20"
"2567","MF2405005","MC009","-","","1","8","","1","2024-05-14 04:58:16","2024-05-14 04:58:21"
"2568","MF2405006","LT001","-","","1","2","","1","2024-05-14 10:57:12","2024-05-14 10:58:54"
"2569","MF2405006","LT002","-","","1","2","","1","2024-05-14 10:57:14","2024-05-14 10:58:54"
"2570","MF2405006","MC001","-","","1","2","","1","2024-05-14 10:57:17","2024-05-14 10:58:55"
"2571","MF2405006","MC002","-","","1","2","","1","2024-05-14 10:58:45","2024-05-14 10:58:55"
"2572","MF2405006","MC003","-","","1","2","","1","2024-05-14 10:58:48","2024-05-14 10:58:56"
"2573","MF2405006","MC004","-","","1","2","","1","2024-05-14 10:58:50","2024-05-14 10:58:56"
"2574","MF2405006","EM001","-","","1","2","","1","2024-05-14 10:58:51","2024-05-14 10:58:57"
"2575","MF2405006","MC005","-","","1","8","","1","2024-05-15 01:36:48","2024-05-15 01:37:15"
"2576","MF2405006","MC006","-","","1","8","","1","2024-05-15 01:36:50","2024-05-15 01:37:19"
"2577","MF2405006","MC007","-","","1","8","","1","2024-05-15 01:36:58","2024-05-15 01:37:18"
"2578","MF2405006","MC009","-","","1","8","","1","2024-05-15 01:37:11","2024-05-15 01:37:20"
"2579","MF2405007","EM001","-","","1","2","","1","2024-05-21 04:24:25","2024-05-21 04:25:09"
"2580","MF2405007","LT001","-","","1","2","","1","2024-05-21 04:24:26","2024-05-21 04:25:09"
"2581","MF2405007","LT002","-","","1","2","","1","2024-05-21 04:24:28","2024-05-21 04:25:09"
"2582","MF2405007","MC001","-","","1","2","","1","2024-05-21 04:24:29","2024-05-21 04:25:09"
"2583","MF2405007","MC002","-","","1","2","","1","2024-05-21 04:24:31","2024-05-21 04:25:09"
"2584","MF2405007","MC003","-","","1","2","","1","2024-05-21 04:24:33","2024-05-21 04:25:09"
"2585","MF2405007","MC004","-","","1","2","","1","2024-05-21 04:25:09","2024-05-24 07:42:36"
"2586","MF2405007","MC006","-","","1","8","","1","2024-05-21 04:25:09","2024-05-21 04:25:13"
"2587","MF2405007","MC007","-","","1","8","","1","2024-05-21 04:25:09","2024-05-21 04:25:14"
"2588","MF2405007","MC005","-","","1","8","","1","2024-05-21 04:25:09","2024-05-21 04:25:12"
"2589","MF2405007","MC008","-","","1","8","","1","2024-05-21 04:25:09","2024-05-21 04:25:15"
"2590","MF2405007","MC009","-","","1","8","","1","2024-05-21 04:25:11","2024-05-21 04:25:16"
"2591","MF2405008","EM001","-","","1","2","","1","2024-05-22 10:08:29","2024-05-22 10:08:42"
"2592","MF2405008","LT001","-","","1","2","","1","2024-05-22 10:08:30","2024-05-22 10:08:43"
"2593","MF2405008","LT002","-","","1","2","","1","2024-05-22 10:08:32","2024-05-22 10:08:44"
"2594","MF2405008","MC001","-","","1","2","","1","2024-05-22 10:08:33","2024-05-22 10:08:45"
"2595","MF2405008","MC002","-","","1","2","","1","2024-05-22 10:08:35","2024-05-22 10:08:45"
"2596","MF2405008","MC003","-","","1","2","","1","2024-05-22 10:08:37","2024-05-22 10:08:46"
"2597","MF2405008","MC004","-","","1","2","","1","2024-05-22 10:08:39","2024-05-22 10:08:47"
"2598","MF2405008","MC005","-","","1","8","","1","2024-05-22 11:03:07","2024-05-22 11:03:15"
"2599","MF2405008","MC006","-","","1","8","","1","2024-05-22 11:03:09","2024-05-22 11:03:16"
"2600","MF2405008","MC007","-","","1","8","","1","2024-05-22 11:03:11","2024-05-22 11:03:17"
"2601","MF2405008","MC008","-","","1","8","","1","2024-05-22 11:03:13","2024-05-22 11:03:18"
"2602","MF2405008","MC009","-","","1","8","","1","2024-05-22 11:03:14","2024-05-22 11:03:19"
"2603","MF2405009","EM001","-","","1","2","","1","2024-05-28 08:53:59","2024-05-28 08:54:13"
"2604","MF2405009","LT001","-","","1","2","","1","2024-05-28 08:54:01","2024-05-28 08:54:14"
"2605","MF2405009","LT002","-","","1","2","","1","2024-05-28 08:54:02","2024-05-28 08:54:15"
"2606","MF2405009","MC001","-","","1","2","","1","2024-05-28 08:54:04","2024-05-28 08:54:15"
"2607","MF2405009","MC002","-","","1","2","","1","2024-05-28 08:54:05","2024-05-28 08:54:16"
"2608","MF2405009","MC003","-","","1","2","","1","2024-05-28 08:54:07","2024-05-28 08:54:18"
"2609","MF2405009","MC004","-","","1","2","","1","2024-05-28 08:54:11","2024-05-28 08:54:18"
"2610","MF2405009","MC005","-","","1","8","","1","2024-05-28 09:01:01","2024-05-28 09:01:10"
"2611","MF2405009","MC006","-","","1","8","","1","2024-05-28 09:01:03","2024-05-28 09:01:11"
"2612","MF2405009","MC007","-","","1","8","","1","2024-05-28 09:01:05","2024-05-28 09:01:12"
"2613","MF2405009","MC008","-","","1","8","","1","2024-05-28 09:01:07","2024-05-28 09:01:13"
"2614","MF2405009","MC009","-","","1","8","","1","2024-05-28 09:01:09","2024-05-28 09:01:14"
"2615","MF2405010","EM001","-","","1","2","","1","2024-05-28 10:35:39","2024-05-28 10:35:50"
"2616","MF2405010","LT001","-","","1","2","","1","2024-05-28 10:35:40","2024-05-28 10:35:51"
"2617","MF2405010","LT002","-","","1","2","","1","2024-05-28 10:35:41","2024-05-28 10:35:52"
"2618","MF2405010","MC001","-","","1","2","","1","2024-05-28 10:35:43","2024-05-28 10:35:53"
"2619","MF2405010","MC002","-","","1","2","","1","2024-05-28 10:35:44","2024-05-28 10:35:54"
"2620","MF2405010","MC003","-","","1","2","","1","2024-05-28 10:35:47","2024-05-28 10:35:55"
"2621","MF2405010","MC004","-","","1","2","","1","2024-05-28 10:35:49","2024-05-28 10:35:56"
"2622","MF2405010","MC005","-","","1","8","","1","2024-05-28 10:36:58","2024-05-28 10:37:07"
"2623","MF2405010","MC006","-","","1","8","","1","2024-05-28 10:37:00","2024-05-28 10:37:07"
"2624","MF2405010","MC007","-","","1","8","","1","2024-05-28 10:37:01","2024-05-28 10:37:08"
"2625","MF2405010","MC008","-","","1","8","","1","2024-05-28 10:37:03","2024-05-28 10:37:09"
"2626","MF2405010","MC009","-","","1","8","","1","2024-05-28 10:37:05","2024-05-28 10:37:10"
"2627","MF2405011","EM001","-","","1","2","","1","2024-05-29 03:50:00","2024-05-29 03:50:14"
"2628","MF2405011","LT001","-","","1","2","","1","2024-05-29 03:50:02","2024-05-29 03:50:15"
"2629","MF2405011","LT002","-","","1","2","","1","2024-05-29 03:50:04","2024-05-29 03:50:16"
"2630","MF2405011","MC001","-","","1","2","","1","2024-05-29 03:50:06","2024-05-29 03:50:17"
"2631","MF2405011","MC002","-","","1","2","","1","2024-05-29 03:50:07","2024-05-29 03:50:18"
"2632","MF2405011","MC003","-","","1","2","","1","2024-05-29 03:50:09","2024-05-29 03:50:19"
"2633","MF2405011","MC004","-","","1","2","","1","2024-05-29 03:50:12","2024-05-29 03:50:19"
"2634","MF2405011","MC005","-","","1","8","","1","2024-05-29 03:53:56","2024-05-29 03:54:05"
"2635","MF2405011","MC006","-","","1","8","","1","2024-05-29 03:53:58","2024-05-29 03:54:06"
"2636","MF2405011","MC007","-","","1","8","","1","2024-05-29 03:54:00","2024-05-29 03:54:08"
"2637","MF2405011","MC008","-","","1","8","","1","2024-05-29 03:54:02","2024-05-29 03:54:09"
"2638","MF2405011","MC009","-","","1","8","","1","2024-05-29 03:54:04","2024-05-29 03:54:10"
"2639","MF2405013","EM001","-","","1","2","","1","2024-05-31 06:52:47","2024-05-31 06:53:03"
"2640","MF2405013","LT001","-","","1","2","","1","2024-05-31 06:52:49","2024-05-31 06:53:04"
"2641","MF2405013","LT002","-","","1","2","","1","2024-05-31 06:52:51","2024-05-31 06:53:04"
"2642","MF2405013","MC001","-","","1","2","","1","2024-05-31 06:52:54","2024-05-31 06:53:05"
"2643","MF2405013","MC002","-","","1","2","","1","2024-05-31 06:52:57","2024-05-31 06:53:07"
"2644","MF2405013","MC003","-","","1","2","","1","2024-05-31 06:53:00","2024-05-31 06:53:07"
"2645","MF2405013","MC004","-","","1","2","","1","2024-05-31 06:53:02","2024-05-31 06:53:08"
"2646","MF2405013","MC005","-","","1","8","","1","2024-05-31 06:55:54","2024-05-31 06:56:04"
"2647","MF2405013","MC006","-","","1","8","","1","2024-05-31 06:55:56","2024-05-31 06:56:04"
"2648","MF2405013","MC007","-","","1","8","","1","2024-05-31 06:55:58","2024-05-31 06:56:05"
"2649","MF2405013","MC008","-","","1","8","","1","2024-05-31 06:56:00","2024-05-31 06:56:06"
"2650","MF2405013","MC009","-","","1","8","","1","2024-05-31 06:56:02","2024-05-31 06:56:07"
"2651","MF2405012","EM001","-","","1","2","","1","2024-05-31 07:33:59","2024-05-31 07:34:27"
"2652","MF2405012","LT001","-","","1","2","","1","2024-05-31 07:34:03","2024-05-31 07:34:27"
"2653","MF2405012","LT002","-","","1","2","","1","2024-05-31 07:34:06","2024-05-31 07:34:28"
"2654","MF2405012","MC001","-","","1","2","","1","2024-05-31 07:34:19","2024-05-31 07:34:29"
"2655","MF2405012","MC002","-","","1","2","","1","2024-05-31 07:34:21","2024-05-31 07:34:30"
"2656","MF2405012","MC003","-","","1","2","","1","2024-05-31 07:34:23","2024-05-31 07:34:31"
"2657","MF2405012","MC004","-","","1","2","","1","2024-05-31 07:34:25","2024-05-31 07:34:31"
"2658","MF2405012","MC005","-","","1","8","","1","2024-05-31 07:39:20","2024-05-31 07:39:43"
"2659","MF2405012","MC006","-","","1","8","","1","2024-05-31 07:39:22","2024-05-31 07:39:46"
"2660","MF2405012","MC007","-","","1","8","","1","2024-05-31 07:39:24","2024-05-31 07:39:47"
"2661","MF2405012","MC008","-","","1","8","","1","2024-05-31 07:39:26","2024-05-31 07:39:48"
"2662","MF2405012","MC009","-","","1","8","","1","2024-05-31 07:39:32","2024-05-31 07:39:54"
"2663","MF2405014","EM001","-","","1","2","","1","2024-06-04 02:47:59","2024-06-04 02:48:23"
"2664","MF2405014","LT001","-","","1","2","","1","2024-06-04 02:48:00","2024-06-04 02:48:25"
"2665","MF2405014","LT002","-","","1","2","","1","2024-06-04 02:48:02","2024-06-04 02:48:26"
"2666","MF2405014","MC001","-","","1","2","","1","2024-06-04 02:48:03","2024-06-04 02:48:27"
"2667","MF2405014","MC002","-","","1","2","","1","2024-06-04 02:48:10","2024-06-04 02:48:27"
"2668","MF2405014","MC003","-","","1","2","","1","2024-06-04 02:48:15","2024-06-04 02:48:28"
"2669","MF2405014","MC004","-","","1","2","","1","2024-06-04 02:48:18","2024-06-04 02:48:30"
"2670","MF2405014","MC005","-","","1","8","","1","2024-06-04 02:49:45","2024-06-04 02:49:55"
"2671","MF2405014","MC006","-","","1","8","","1","2024-06-04 02:49:48","2024-06-04 02:49:56"
"2672","MF2405014","MC007","-","","1","8","","1","2024-06-04 02:49:50","2024-06-04 02:49:57"
"2673","MF2405014","MC008","-","","1","8","","1","2024-06-04 02:49:52","2024-06-04 02:49:58"
"2674","MF2405014","MC009","-","","1","8","","1","2024-06-04 02:49:54","2024-06-04 02:49:59"
"2675","MF2406001","EM001","-","","1","2","","1","2024-06-04 07:43:16","2024-06-04 07:44:19"
"2676","MF2406001","LT001","-","","1","2","","1","2024-06-04 07:43:19","2024-06-04 07:44:21"
"2677","MF2406001","LT002","-","","1","2","","1","2024-06-04 07:43:24","2024-06-04 07:44:22"
"2678","MF2406001","MC001","-","","1","2","","1","2024-06-04 07:44:08","2024-06-04 07:44:23"
"2679","MF2406001","MC002","-","","1","2","","1","2024-06-04 07:44:10","2024-06-04 07:44:26"
"2680","MF2406001","MC003","-","","1","2","","1","2024-06-04 07:44:14","2024-06-04 07:44:27"
"2681","MF2406001","MC004","-","","1","2","","1","2024-06-04 07:44:17","2024-06-04 07:44:28"
"2682","MF2406001","MC005","-","","1","8","","1","2024-06-04 07:44:52","2024-06-04 07:45:15"
"2683","MF2406001","MC006","-","","1","8","","1","2024-06-04 07:44:54","2024-06-04 07:45:18"
"2684","MF2406001","MC007","-","","1","8","","1","2024-06-04 07:44:56","2024-06-04 07:45:20"
"2685","MF2406001","MC008","-","","1","8","","1","2024-06-04 07:44:59","2024-06-04 07:45:21"
"2686","MF2406001","MC009","-","","1","8","","1","2024-06-04 07:45:02","2024-06-04 07:45:23"
"2687","MF2406002","LT001","-","","1","2","","1","2024-06-06 03:34:06","2024-06-06 03:35:59"
"2688","MF2406002","LT002","-","","1","2","","1","2024-06-06 03:34:08","2024-06-06 03:36:00"
"2689","MF2406002","MC001","-","","1","2","","1","2024-06-06 03:34:09","2024-06-06 03:36:00"
"2690","MF2406002","MC002","-","","1","2","","1","2024-06-06 03:34:11","2024-06-06 03:36:01"
"2691","MF2406002","MC003","-","","1","2","","1","2024-06-06 03:35:53","2024-06-06 03:36:02"
"2692","MF2406002","MC004","-","","1","2","","1","2024-06-06 03:35:55","2024-06-06 03:36:02"
"2693","MF2406002","EM001","-","","1","2","","1","2024-06-06 03:35:57","2024-06-06 03:36:03"
"2694","MF2406002","MC005","-","","1","8","","1","2024-06-06 04:38:50","2024-06-06 04:39:04"
"2695","MF2406002","MC006","-","","1","8","","1","2024-06-06 04:38:52","2024-06-06 04:39:05"
"2696","MF2406002","MC007","-","","1","8","","1","2024-06-06 04:38:56","2024-06-06 04:39:06"
"2697","MF2406002","MC008","-","","1","8","","1","2024-06-06 04:38:59","2024-06-06 04:39:07"
"2698","MF2406002","MC009","-","","1","8","","1","2024-06-06 04:39:02","2024-06-06 04:39:11"
"2699","MF2406006","EM001","-","","1","2","","1","2024-06-10 08:58:27","2024-06-10 08:58:39"
"2700","MF2406006","LT001","-","","1","2","","1","2024-06-10 08:58:28","2024-06-10 08:58:40"
"2701","MF2406006","LT002","-","","1","2","","1","2024-06-10 08:58:30","2024-06-10 08:58:41"
"2702","MF2406006","MC001","-","","1","2","","1","2024-06-10 08:58:31","2024-06-10 08:58:42"
"2703","MF2406006","MC002","-","","1","2","","1","2024-06-10 08:58:33","2024-06-10 08:58:43"
"2704","MF2406006","MC003","-","","1","2","","1","2024-06-10 08:58:36","2024-06-10 08:58:44"
"2705","MF2406006","MC004","-","","1","2","","1","2024-06-10 08:58:38","2024-06-10 08:58:46"
"2706","MF2406006","MC005","-","","1","8","","1","2024-06-10 09:00:21","2024-06-10 09:00:30"
"2707","MF2406006","MC006","-","","1","8","","1","2024-06-10 09:00:23","2024-06-10 09:00:31"
"2708","MF2406006","MC007","-","","1","8","","1","2024-06-10 09:00:25","2024-06-10 09:00:32"
"2709","MF2406006","MC008","-","","1","8","","1","2024-06-10 09:00:27","2024-06-10 09:00:33"
"2710","MF2406006","MC009","-","","1","8","","1","2024-06-10 09:00:29","2024-06-10 09:00:34"
"2711","MF2406008","MC005","-","","1","8","","1","2024-06-14 03:53:50","2024-06-14 03:53:59"
"2712","MF2406008","MC006","-","","1","8","","1","2024-06-14 03:53:52","2024-06-14 03:53:59"
"2713","MF2406008","MC007","-","","1","8","","1","2024-06-14 03:53:53","2024-06-14 03:54:00"
"2714","MF2406008","MC008","-","","1","8","","1","2024-06-14 03:53:55","2024-06-14 03:54:01"
"2715","MF2406008","MC009","-","","1","8","","1","2024-06-14 03:53:57","2024-06-14 03:54:02"
"2716","MF2406008","EM001","-","","1","2","","1","2024-06-14 03:54:14","2024-06-14 03:54:50"
"2717","MF2406008","LT001","-","","1","2","","1","2024-06-14 03:54:15","2024-06-14 03:54:50"
"2718","MF2406008","LT002","-","","1","2","","1","2024-06-14 03:54:16","2024-06-14 03:54:52"
"2719","MF2406008","MC001","-","","1","2","","1","2024-06-14 03:54:17","2024-06-14 03:54:52"
"2720","MF2406008","MC002","-","","1","2","","1","2024-06-14 03:54:19","2024-06-14 03:54:53"
"2721","MF2406008","MC003","-","","1","2","","1","2024-06-14 03:54:23","2024-06-14 03:54:54"
"2722","MF2406008","MC004","-","","1","2","","1","2024-06-14 03:54:26","2024-06-14 03:54:55"
"2723","MF2406009","LT001","-","","1","2","","1","2024-06-19 10:35:50","2024-06-19 10:36:19"
"2724","MF2406009","LT002","-","","1","2","","1","2024-06-19 10:35:52","2024-06-19 10:36:20"
"2725","MF2406009","MC001","-","","1","2","","1","2024-06-19 10:35:54","2024-06-19 10:36:21"
"2726","MF2406009","MC002","-","","1","2","","1","2024-06-19 10:35:56","2024-06-19 10:36:22"
"2727","MF2406009","MC003","-","","1","2","","1","2024-06-19 10:36:11","2024-06-19 10:36:22"
"2728","MF2406009","MC004","-","","1","2","","1","2024-06-19 10:36:14","2024-06-19 10:36:23"
"2729","MF2406009","EM001","-","","1","2","","1","2024-06-19 10:36:16","2024-06-19 10:36:23"
"2730","MF2406009","MC005","-","","1","8","","1","2024-06-20 02:05:39","2024-06-20 02:05:49"
"2731","MF2406009","MC006","-","","1","8","","1","2024-06-20 02:05:41","2024-06-20 02:05:53"
"2732","MF2406009","MC007","-","","1","8","","1","2024-06-20 02:05:44","2024-06-20 02:05:51"
"2733","MF2406009","MC008","-","","1","8","","1","2024-06-20 02:05:46","2024-06-20 02:05:54"
"2734","MF2406009","MC009","-","","1","8","","1","2024-06-20 02:05:48","2024-06-20 02:05:55"
"2735","MF2406010","EM001","-","","1","2","","1","2024-06-20 02:34:23","2024-06-20 02:34:36"
"2736","MF2406010","LT001","-","","1","2","","1","2024-06-20 02:34:25","2024-06-20 02:34:37"
"2737","MF2406010","LT002","-","","1","2","","1","2024-06-20 02:34:26","2024-06-20 02:34:37"
"2738","MF2406010","MC001","-","","1","2","","1","2024-06-20 02:34:28","2024-06-20 02:34:40"
"2739","MF2406010","MC002","-","","1","2","","1","2024-06-20 02:34:29","2024-06-20 02:34:41"
"2740","MF2406010","MC003","-","","1","2","","1","2024-06-20 02:34:32","2024-06-20 02:34:42"
"2741","MF2406010","MC004","-","","1","2","","1","2024-06-20 02:34:34","2024-06-20 02:34:43"
"2742","MF2406011","EM001","-","","1","2","","1","2024-06-24 02:24:47","2024-06-24 02:25:02"
"2743","MF2406011","LT001","-","","1","2","","1","2024-06-24 02:24:49","2024-06-24 02:25:02"
"2744","MF2406011","LT002","-","","1","2","","1","2024-06-24 02:24:51","2024-06-24 02:25:04"
"2745","MF2406011","MC001","-","","1","2","","1","2024-06-24 02:24:53","2024-06-24 02:25:05"
"2746","MF2406011","MC002","-","","1","2","","1","2024-06-24 02:24:55","2024-06-24 02:25:06"
"2747","MF2406011","MC003","-","","1","2","","1","2024-06-24 02:24:58","2024-06-24 02:25:07"
"2748","MF2406011","MC004","-","","1","2","","1","2024-06-24 02:25:00","2024-06-24 02:25:08"
"2749","MF2406011","MC005","-","","1","8","","1","2024-06-24 02:25:24","2024-06-24 02:25:34"
"2750","MF2406011","MC006","-","","1","8","","1","2024-06-24 02:25:26","2024-06-24 02:25:35"
"2751","MF2406011","MC007","-","","1","8","","1","2024-06-24 02:25:29","2024-06-24 02:25:36"
"2752","MF2406011","MC008","-","","1","8","","1","2024-06-24 02:25:30","2024-06-24 02:25:37"
"2753","MF2406011","MC009","-","","1","8","","1","2024-06-24 02:25:33","2024-06-24 02:25:38"
"2754","MF2406012","EM001","-","","1","2","","1","2024-06-24 02:40:49","2024-06-24 02:41:03"
"2755","MF2406012","LT001","-","","1","2","","1","2024-06-24 02:40:51","2024-06-24 02:41:04"
"2756","MF2406012","LT002","-","","1","2","","1","2024-06-24 02:40:52","2024-06-24 02:41:05"
"2757","MF2406012","MC001","-","","1","2","","1","2024-06-24 02:40:54","2024-06-24 02:41:06"
"2758","MF2406012","MC002","-","","1","2","","1","2024-06-24 02:40:55","2024-06-24 02:41:07"
"2759","MF2406012","MC003","-","","1","2","","1","2024-06-24 02:40:58","2024-06-24 02:41:07"
"2760","MF2406012","MC004","-","","1","2","","1","2024-06-24 02:41:01","2024-06-24 02:41:08"
"2761","MF2406012","MC005","-","","1","8","","1","2024-06-24 02:41:19","2024-06-24 02:41:32"
"2762","MF2406012","MC006","-","","1","8","","1","2024-06-24 02:41:21","2024-06-24 02:41:33"
"2763","MF2406012","MC007","-","","1","8","","1","2024-06-24 02:41:24","2024-06-24 02:41:34"
"2764","MF2406012","MC008","-","","1","8","","1","2024-06-24 02:41:27","2024-06-24 02:41:35"
"2765","MF2406012","MC009","-","","1","8","","1","2024-06-24 02:41:30","2024-06-24 02:41:35"
"2766","MF2406013","MC005","-","","1","8","","1","2024-06-24 02:42:55","2024-06-24 02:43:03"
"2767","MF2406013","MC006","-","","1","8","","1","2024-06-24 02:42:57","2024-06-24 02:43:04"
"2768","MF2406013","MC007","-","","1","8","","1","2024-06-24 02:42:58","2024-06-24 02:43:05"
"2769","MF2406013","MC008","-","","1","8","","1","2024-06-24 02:43:00","2024-06-24 02:43:06"
"2770","MF2406013","MC009","-","","1","8","","1","2024-06-24 02:43:02","2024-06-24 02:43:07"
"2771","MF2406013","EM001","-","","1","2","","1","2024-06-24 02:43:20","2024-06-24 02:43:34"
"2772","MF2406013","LT001","-","","1","2","","1","2024-06-24 02:43:21","2024-06-24 02:43:35"
"2773","MF2406013","LT002","-","","1","2","","1","2024-06-24 02:43:23","2024-06-24 02:43:36"
"2774","MF2406013","MC001","-","","1","2","","1","2024-06-24 02:43:24","2024-06-24 02:43:37"
"2775","MF2406013","MC002","-","","1","2","","1","2024-06-24 02:43:28","2024-06-24 02:43:37"
"2776","MF2406013","MC003","-","","1","2","","1","2024-06-24 02:43:30","2024-06-24 02:43:39"
"2777","MF2406013","MC004","-","","1","2","","1","2024-06-24 02:43:33","2024-06-24 02:43:41"
"2778","MF2406015","MC005","-","","1","8","","1","2024-06-24 04:47:49","2024-06-24 04:47:58"
"2779","MF2406015","MC006","-","","1","8","","1","2024-06-24 04:47:50","2024-06-24 04:47:59"
"2780","MF2406015","MC007","-","","1","8","","1","2024-06-24 04:47:53","2024-06-24 04:48:00"
"2781","MF2406015","MC008","-","","1","8","","1","2024-06-24 04:47:55","2024-06-24 04:48:01"
"2782","MF2406015","MC009","-","","1","8","","1","2024-06-24 04:47:57","2024-06-24 04:48:01"
"2783","MF2406015","EM001","-","","1","2","","1","2024-06-24 04:48:12","2024-06-24 04:48:26"
"2784","MF2406015","LT001","-","","1","2","","1","2024-06-24 04:48:14","2024-06-24 04:48:27"
"2785","MF2406015","LT002","-","","1","2","","1","2024-06-24 04:48:15","2024-06-24 04:48:27"
"2786","MF2406015","MC001","-","","1","2","","1","2024-06-24 04:48:17","2024-06-24 04:48:28"
"2787","MF2406015","MC002","-","","1","2","","1","2024-06-24 04:48:19","2024-06-24 04:48:29"
"2788","MF2406015","MC003","-","","1","2","","1","2024-06-24 04:48:22","2024-06-24 04:48:31"
"2789","MF2406015","MC004","-","","1","2","","1","2024-06-24 04:48:24","2024-06-24 04:48:32"
"2790","MF2406014","LT001","-","","1","2","","1","2024-06-24 06:08:42","2024-06-24 06:09:07"
"2791","MF2406014","LT002","-","","1","2","","1","2024-06-24 06:08:43","2024-06-24 06:09:08"
"2792","MF2406014","MC001","-","","1","2","","1","2024-06-24 06:08:45","2024-06-24 06:09:08"
