"id","formula_masters_id","topic_number","topic_txt","users_id","created_at","updated_at"
"1119","MF2410005","11","จัดเก็บใน shipping packaging หลีกเลี่ยงแสงแดดและความร้อน","34","2024-10-10 06:58:10","2024-10-10 06:58:10"
"1120","MF2410007","5","จัดเก็บในถังแบ่ง Bulk ที่มีฝาปิด หลีกเลี่ยงแสงแดดและความร้อน","34","2024-10-10 09:44:01","2024-10-10 09:44:01"
"1121","MF2410007","11","จัดเก็บใน shipping packaging หลีกเลี่ยงแสงแดดและความร้อน","34","2024-10-10 09:44:17","2024-10-10 09:44:17"
"1122","MF2407012","6","ขวดแก้วสีใส (สกรีน) + ชุดหัวสเปรย์พร้อมสายยาง (สีขาวใส) + ฝาครอบพลาสติก (สีขาวใส)","19","2024-10-15 03:34:52","2024-10-15 03:34:52"
"1123","MF2407012","9","¦\n9.1 บรรจุของเหลวสีเหลืองใส (กลิ่น CCOO) ลงในขวดแก้วสีใส (สกรีน) ปริมาณสุทธิ 4.70 กรัม/ขวด\n9.2 นำชุดหัวสเปรย์พร้อมสายยาง (สีขาวใส) + ฝาครอบพลาสติก (สีขาวใส) หมุนปิดปากขวดแก้วสีใส (สกรีน) ให้แน่นสนิท\n9.3 นำขวดแก้วสีใส (สกรีน) ที่ปิดชุดหัวสเปรย์พร้อมสายยาง (สีขาวใส) + ฝาครอบพลาสติก (สีขาวใส) เรียบร้อยแล้ว เสียบลงกระดาษแผ่นพับ (สีดำขอบทอง) โดยหันแบบสกรีนที่ขวดออกด้านหน้า\n9.4 บรรจุลงลังเปลือยเล็ก ขนาด29.4(ก)*39.2(ย)*23.5(ส) ซม.","34","2024-10-15 03:44:26","2024-10-15 04:02:04"
"1124","MF2407012","11","จัดเก็บใน shipping packaging หลีกเลี่ยงแสงแดดและความร้อน","34","2024-10-15 03:45:59","2024-10-15 03:45:59"
"1125","MF2407012","5","จัดเก็บในถังแบ่ง Bulk ที่มีฝาปิด หลีกเลี่ยงแสงแดดและความร้อน","34","2024-10-15 03:46:05","2024-10-15 03:46:05"
"1126","MF2407011","5","จัดเก็บในถังแบ่ง Bulk ที่มีฝาปิด หลีกเลี่ยงแสงแดดและความร้อน","34","2024-10-15 03:49:39","2024-10-15 03:49:39"
"1127","MF2407011","6","ขวดแก้วสีใส (สกรีน) + ชุดหัวสเปรย์พร้อมสายยาง (สีขาวใส) + ฝาครอบพลาสติก (สีขาวใส)","34","2024-10-15 03:49:47","2024-10-15 03:49:47"
"1128","MF2407011","9","¦\n9.1 บรรจุของเหลวสีเหลืองใส (กลิ่น million) ลงในขวดแก้วสีใส (สกรีน) ปริมาณสุทธิ 4.85 กรัม/ขวด\n9.2 นำชุดหัวสเปรย์พร้อมสายยาง (สีขาวใส) + ฝาครอบพลาสติก (สีขาวใส) หมุนปิดปากขวดแก้วสีใส (สกรีน) ให้แน่นสนิท\n9.3 นำขวดแก้วสีใส (สกรีน) ที่ปิดชุดหัวสเปรย์พร้อมสายยาง (สีขาวใส) + ฝาครอบพลาสติก (สีขาวใส) เรียบร้อยแล้ว เสียบลงกระดาษแผ่นพับ (สีขาวขอบทอง) โดยหันแบบสกรีนที่ขวดออกด้านหน้า\n9.4 บรรจุลงลังเปลือยเล็ก ขนาด29.4(ก)*39.2(ย)*23.5(ส) ซม.","34","2024-10-15 04:00:07","2024-10-15 04:00:26"
"1129","MF2407011","11","จัดเก็บใน shipping packaging หลีกเลี่ยงแสงแดดและความร้อน","34","2024-10-15 04:01:24","2024-10-15 04:01:24"
"1130","MF2410006","5","จัดเก็บในถังแบ่ง Bulk ที่มีฝาปิด หลีกเลี่ยงแสงแดดและความร้อน","34","2024-10-15 06:39:48","2024-10-15 06:39:48"
"1131","MF2410006","11","จัดเก็บใน shipping packaging หลีกเลี่ยงแสงแดดและความร้อน","34","2024-10-15 06:39:51","2024-10-15 06:39:51"
"1132","MF2410006","6","หลอดพลาสติกสกรีน (สีขาว) , จุกใน (สีขาว) , ฝาหมุน (สีขาว)","34","2024-10-15 06:41:40","2024-10-15 06:41:40"
"1133","MF2410006","9","¦\n9.1 นำเนื้อครีมสีขาว (ไม่แต่งกลิ่น) บรรจุลงหลอดพลาสติกสกรีน (สีขาว) ปริมาณ 29.7 กรัม/หลอด\n9.2 นำจุกใน (สีขาว) กดปิดหลอดพลาสติกสกรีน (สีขาว) ให้แน่นสนิท\n9.3 นำฝาหมุน (สีขาว) หมุนปิดหลอดพลาสติกสกรีน (สีขาว) ให้แน่นสนิท \n9.4 นำหลอดที่ผ่านการบรรจุแล้ว บรรจุลงกล่อง (สีส้ม-ขาว) โดยนำปลายหลอดตั้งขึ้น หันด้านหน้าหลอดไปทางเดียวกับด้านหน้ากล่อง และปิดตัวล็อคกล่องครอบลงให้พอดีกับปลายหลอดเพื่อล็อคหลอดพลาสติกสกรีน (สีขาว)\n9.5 นำกล่องที่ผ่านการบรรจุแล้ว ชริ้งฟิล์ม หน้า 12 นิ้ว หนา 12.5 mic. (ACR FR) ที่กล่อง ด้วยเครื่องอุโมงค์ความร้อน\n9.6 นำกล่องที่ผ่านการชริ้งแล้ว บรรจุลงลังเปลือยใหญ่ ขนาด28.5(ก)*42.2(ย)*31.5(ส) ซม.","34","2024-10-15 06:43:01","2024-10-15 06:43:01"
"1134","MF2410003","9","¦\n9.1 นำแผ่นสำลี รุ่น PF44 T size 70 mm. by PNC Lab บรรจุลงกระปุกสกรีนสีเขียวด้าน จำนวน 80 แผ่น/กระปุก\n9.2 นำน้ำสีเหลืองใส (ไม่แต่งกลิ่น) บรรจุลงกระปุกสกรีนสีเขียวด้านที่บรรจุสำลีแล้ว ปริมาณ 161.6 กรัม\n9.3 นำที่ (1)คีบแบบใส ใส่ลงในที่ล็อคใต้ฝาหมุนสีชมพูด้าน / (2)แผ่นโฟมวงกลม (สีขาว) ขนาด 81 mm. / (3)กระดาษรองวงกลม ขนาด 79.9 mm. / (4)แผ่น Induction Seal ขนาด 81.7 mm. วางลงในฝาหมุนสีชมพูด้าน โดยให้แง่งของฟอยล์พับออกมาด้านล่าง (ตามรูปตัวอย่าง) (วางเรียงลงในฝาตามลำดับตัวเลข 1 - 4 )\n9.4 นำฝาหมุนสีชมพูด้าน ที่ใส่อุปกรณ์ตามลำดับ 1 - 4 แล้ว หมุนปิดกระปุกสกรีนสีเขียวด้าน ให้แน่นสนิท โดยให้บริเวณเปิดปิดอยู่ระหว่างตัว E และรูปดาว และนำเข้าเครื่องซีลฝาฟอยล์อัตโนมัติ รหัสเครื่อง CM-MN-M-132 (เมื่อนำกระปุกออกมาจากเครื่องให้พักไว้ให้เย็นประมาณ 30 วินาที แล้วทำการนำกระดาษรองวงกลม ขนาด 79.9 mm.ออก และทดสอบการรั่วซึมของแผ่น Induction Seal โดยการเอียงกระปุกไปมาช้าๆ)\n9.5 นำกระปุกสกรีนสีเขียวด้านที่ผ่านการบรรจุแล้ว บรรจุลงกล่องสกรีน (สีเขียวเคลือบด้าน) โดยหันด้านหน้ากระปุกไปทางเดียวกับด้านหน้ากล่อง\n9.6 นำกล่องที่ผ่านการบรรจุแล้ว ชริ้งฟิล์มหน้า 14 นิ้ว หนา 12.5 mic. (ACR FR) ที่กล่อง โดยใช้เครื่องอุโมงค์ความร้อน โดยให้รอยตัดชริ้งอยู่ด้านบนกล่อง (มีรูปตัวอย่าง)\n9.7 นำกล่องที่ผ่านการชริ้งแล้ว บรรจุลงลังเปลือยใหญ่ ขนาด28.5(ก)*42.2(ย)*31.5(ส) ซม. และติดสติ๊กเกอร์ PP ขนาด 6 x 6 cm. สีเขียว \""ACNE\"" จำนวน 1 ชิ้น บริเวณใต้ป้ายชี้บ่ง (มีรูปตัวอย่าง)","19","2024-10-16 02:44:47","2024-10-16 02:44:47"
"1135","MF2410003","6","แผ่นสำลี รุ่น PF44 T size 70 mm. by PNC Lab , กระปุกสกรีนสีเขียวด้าน , แผ่น Induction Seal ขนาด 81.7 mm. , แผ่นโฟมวงกลม (สีขาว) ขนาด 81 mm. , กระดาษรองวงกลม ขนาด 79.9 mm. , ที่คีบแบบใส , ฝาหมุนสีชมพูด้าน , กล่องสกรีน (สีเขียวเคลือบด้าน)","19","2024-10-16 02:46:59","2024-10-16 02:46:59"
"1136","MF2410002","6","แผ่นสำลี รุ่น PE44 T size 70 mm. by PNC Lab , ซองซิปสีขาวเปิดปากซอง (สกรีนตัวหนังสือสีเขียว)","34","2024-10-16 08:02:09","2024-10-16 08:25:35"
"1137","MF2410002","9","¦\n9.1 นำแผ่นสำลี รุ่น PE44 T size 70 mm. by PNC Lab บรรจุลงซองซิปสีขาวเปิดปากซอง (สกรีนตัวหนังสือสีเขียว) จำนวน 6 แผ่น/ซอง\n**บรรจุสำลีลงซองโดยให้ด้านเสี้ยวของสำลีคว่ำลงไปด้านในซอง**\n9.2 นำน้ำสีเหลืองใส (ไม่แต่งกลิ่น) บรรจุลงปากซองซิปสีขาวเปิดปากซอง (สกรีนตัวหนังสือสีเขียว) ปริมาณ 12.12 กรัม/ซอง ซีลปากซองและด้านข้างซอง โดยใช้เครื่องซีลเล็กแบบแนวนอน หมายเลขเครื่อง CM-MN-M-054 ด้วยความร้อน 170 องศาเซลเซียส\n9.3 นำซองซิปสีขาวเปิดปากซอง (สกรีนตัวหนังสือสีเขียว) ที่ผ่านการซีลแล้ว บรรจุลงถุงแพ็คพลาสติก ขนาด 8 x 12 นิ้ว จำนวน 10 ซอง/ถุงแพ็ค และติด Label Barcode : 8859555002999 ที่ถุงแพ็ค ระบุจำนวนชิ้น / เลขชี้บ่ง ด้านหน้าถุงแพ็ค จำนวน 1 ชิ้น/ถุงแพ็ค ระวังไม่ให้เกิดรอยและฟองอากาศ (มีรูปตัวอย่าง Label)\n9.4 นำถุงเเพ็คที่ผ่านการบรรจุแล้ว บรรจุลงลังเปลือยใหญ่ ขนาด 28.5(ก)*42.2(ย)*31.5(ส) ซม. จำนวน 80 ถุงแพ็ค/ลัง นำสติ๊กเกอร์ PP ขนาด 6 x 6 cm. สีเขียว \""ACNE\"" จำนวน 1 ชิ้น และ สติ๊กเกอร์คำว่า \""TESTER\"" จำนวน 1 ชิ้น แปะข้างลังบริเวณใต้ป้ายชี้บ่งแบบมีบาร์โค้ดของลูกค้า","34","2024-10-16 08:03:16","2024-10-16 08:24:07"
"1138","MF2410008","5","จัดเก็บในถังแบ่ง Bulk ที่มีฝาปิด หลีกเลี่ยงแสงแดดและความร้อน","17","2024-10-24 07:32:09","2024-10-24 07:32:09"
"1139","MF2410008","11","จัดเก็บใน shipping packaging หลีกเลี่ยงแสงแดดและความร้อน","17","2024-10-24 07:32:52","2024-10-24 07:32:52"
"1140","MF2410009","5","จัดเก็บในถังแบ่ง Bulk ที่มีฝาปิด หลีกเลี่ยงแสงแดดและความร้อน","34","2024-10-28 07:38:52","2024-10-28 07:38:52"
"1141","MF2410009","11","จัดเก็บใน shipping packaging หลีกเลี่ยงแสงแดดและความร้อน","34","2024-10-28 07:41:05","2024-10-28 07:41:05"
"1142","MF2410009","12","คนผสมทุกครั้งก่อนบรรจุ","34","2024-10-28 07:41:25","2024-11-07 09:49:31"
"1143","MF2411001","5","จัดเก็บในถังแบ่ง Bulk ที่มีฝาปิด หลีกเลี่ยงแสงแดดและความร้อน","34","2024-11-01 07:41:24","2024-11-01 07:41:24"
"1144","MF2411001","11","จัดเก็บใน shipping packaging หลีกเลี่ยงแสงแดดและความร้อน","34","2024-11-01 07:42:57","2024-11-01 07:42:57"
"1145","MF2411002","5","จัดเก็บในถังแบ่ง Bulk ที่มีฝาปิด หลีกเลี่ยงแสงแดดและความร้อน","34","2024-11-01 08:56:03","2024-11-01 08:56:03"
"1146","MF2411002","11","จัดเก็บใน shipping packaging หลีกเลี่ยงแสงแดดและความร้อน","34","2024-11-01 08:57:06","2024-11-01 08:57:06"
"1147","MF2411003","5","จัดเก็บในถังแบ่ง Bulk ที่มีฝาปิด หลีกเลี่ยงแสงแดดและความร้อน","34","2024-11-01 09:35:44","2024-11-01 09:35:44"
"1148","MF2411003","11","จัดเก็บใน shipping packaging หลีกเลี่ยงแสงแดดและความร้อน","34","2024-11-01 09:36:43","2024-11-01 09:36:43"
"1149","MF2411004","12","คนผสมทุกครั้งก่อนบรรจุ","34","2024-11-01 09:41:42","2024-11-01 09:41:42"
"1150","MF2411003","12","คนผสมทุกครั้งก่อนบรรจุ","34","2024-11-01 09:44:01","2024-11-01 09:44:01"
"1151","MF2411002","12","คนผสมทุกครั้งก่อนบรรจุ","34","2024-11-01 09:44:17","2024-11-01 09:44:17"
"1152","MF2411004","11","จัดเก็บใน shipping packaging หลีกเลี่ยงแสงแดดและความร้อน","34","2024-11-01 09:45:46","2024-11-01 09:45:46"
"1153","MF2411004","5","จัดเก็บในถังแบ่ง Bulk ที่มีฝาปิด หลีกเลี่ยงแสงแดดและความร้อน","34","2024-11-01 09:46:57","2024-11-01 09:46:57"
"1154","MF2411005","5","จัดเก็บในถังแบ่ง Bulk ที่มีฝาปิด หลีกเลี่ยงแสงแดดและความร้อน","34","2024-11-01 10:30:51","2024-11-01 10:30:51"
"1155","MF2411005","11","จัดเก็บใน shipping packaging หลีกเลี่ยงแสงแดดและความร้อน","34","2024-11-01 10:31:59","2024-11-01 10:31:59"
"1156","MF2411005","12","คนผสมทุกครั้งก่อนบรรจุ","34","2024-11-01 10:32:15","2024-11-01 10:32:15"
"1157","MF2411006","11","จัดเก็บใน shipping packaging หลีกเลี่ยงแสงแดดและความร้อน","19","2024-11-08 08:30:16","2024-11-08 08:30:16"
"1158","MF2411006","5","จัดเก็บในถังแบ่ง Bulk ที่มีฝาปิด หลีกเลี่ยงแสงแดดและความร้อน","19","2024-11-08 08:30:17","2024-11-08 08:30:17"
"1159","MF2411007","5","จัดเก็บในถังแบ่ง Bulk ที่มีฝาปิด หลีกเลี่ยงแสงแดดและความร้อน","25","2024-11-08 08:37:31","2024-11-08 08:37:31"
"1160","MF2411007","11","จัดเก็บใน shipping packaging หลีกเลี่ยงแสงแดดและความร้อน","25","2024-11-08 08:37:44","2024-11-08 08:37:44"
"1161","MF2411008","11","จัดเก็บใน shipping packaging หลีกเลี่ยงแสงแดดและความร้อน","25","2024-11-08 08:39:28","2024-11-08 08:39:28"
"1162","MF2411008","5","จัดเก็บในถังแบ่ง Bulk ที่มีฝาปิด หลีกเลี่ยงแสงแดดและความร้อน","25","2024-11-08 08:39:36","2024-11-08 08:39:36"
"1163","MF2411009","5","จัดเก็บในถังแบ่ง Bulk ที่มีฝาปิด หลีกเลี่ยงแสงแดดและความร้อน","21","2024-11-11 03:13:09","2024-11-11 03:13:09"
"1164","MF2411009","11","จัดเก็บใน shipping packaging หลีกเลี่ยงแสงแดดและความร้อน","21","2024-11-11 03:13:29","2024-11-11 03:13:29"
"1165","MF2411011","5","จัดเก็บในถังแบ่ง Bulk ที่มีฝาปิด หลีกเลี่ยงแสงแดดและความร้อน","19","2024-11-14 04:08:05","2024-11-14 04:08:05"
"1166","MF2411011","11","จัดเก็บใน shipping packaging หลีกเลี่ยงแสงแดดและความร้อน","19","2024-11-14 04:08:08","2024-11-14 04:08:08"
"1167","MF2411010","5","จัดเก็บในถังแบ่ง Bulk ที่มีฝาปิด หลีกเลี่ยงแสงแดดและความร้อน","34","2024-11-14 04:11:03","2024-11-14 04:11:03"
"1168","MF2411010","11","จัดเก็บใน shipping packaging หลีกเลี่ยงแสงแดดและความร้อน","34","2024-11-14 04:11:20","2024-11-14 04:11:20"
"1169","MF2411012","5","จัดเก็บในถังแบ่ง Bulk ที่มีฝาปิด หลีกเลี่ยงแสงแดดและความร้อน","34","2024-11-14 06:22:46","2024-11-14 06:22:46"
"1170","MF2411012","11","จัดเก็บใน shipping packaging หลีกเลี่ยงแสงแดดและความร้อน","34","2024-11-14 06:22:57","2024-11-14 06:22:57"
"1171","MF2411015","5","จัดเก็บในถังแบ่ง Bulk ที่มีฝาปิด หลีกเลี่ยงแสงแดดและความร้อน","25","2024-11-15 02:23:55","2024-11-15 02:23:55"
"1172","MF2411015","11","จัดเก็บใน shipping packaging หลีกเลี่ยงแสงแดดและความร้อน","25","2024-11-15 02:24:01","2024-11-15 02:24:01"
"1173","MF2411014","5","จัดเก็บในถังแบ่ง Bulk ที่มีฝาปิด หลีกเลี่ยงแสงแดดและความร้อน","25","2024-11-15 02:31:15","2024-11-15 02:31:15"
"1174","MF2411014","11","จัดเก็บใน shipping packaging หลีกเลี่ยงแสงแดดและความร้อน","25","2024-11-15 02:31:31","2024-11-15 02:31:31"
"1175","MF2411013","5","จัดเก็บในถังแบ่ง Bulk ที่มีฝาปิด หลีกเลี่ยงแสงแดดและความร้อน","25","2024-11-15 02:36:19","2024-11-15 02:36:19"
"1176","MF2411013","11","จัดเก็บใน shipping packaging หลีกเลี่ยงแสงแดดและความร้อน","25","2024-11-15 02:36:29","2024-11-15 02:36:29"
"1177","MF2411016","5","จัดเก็บในถังแบ่ง Bulk ที่มีฝาปิด หลีกเลี่ยงแสงแดดและความร้อน","25","2024-11-20 07:19:39","2024-11-20 07:19:39"
"1178","MF2411016","11","จัดเก็บใน shipping packaging หลีกเลี่ยงแสงแดดและความร้อน","25","2024-11-20 07:19:46","2024-11-20 07:19:46"
"1179","MF2412001","5","จัดเก็บในถังแบ่ง Bulk ที่มีฝาปิด หลีกเลี่ยงแสงแดดและความร้อน","34","2024-12-02 09:20:06","2024-12-02 09:20:06"
"1180","MF2412001","11","จัดเก็บใน shipping packaging หลีกเลี่ยงแสงแดดและความร้อน","34","2024-12-02 09:20:09","2024-12-02 09:20:09"
"1181","MF2412003","5","จัดเก็บในถังแบ่ง Bulk ที่มีฝาปิด หลีกเลี่ยงแสงแดดและความร้อน","25","2024-12-06 03:21:09","2024-12-06 03:21:09"
"1182","MF2412003","11","จัดเก็บใน shipping packaging หลีกเลี่ยงแสงแดดและความร้อน","25","2024-12-06 03:21:17","2024-12-06 03:21:17"
"1183","MF2412003","6","ขวดแก้วสกรีน (สีดำ) , ชุดสเปรย์พร้อมสายยาง + ที่ครอบชุดหัวสเปรย์ (สีทอง) , ฝาครอบหัวสเปรย์ (สีทอง)","25","2024-12-06 03:26:09","2024-12-06 03:26:09"
"1184","MF2412003","9","¦\n9.1 บรรจุของเหลวสีเหลืองใส (กลิ่น CCOO) ลงในขวดแก้วสกรีน (สีดำ) ปริมาณสุทธิ 28.2 กรัม/ขวด\n9.2 นำชุดหัวสเปรย์พร้อมสายยาง (สีทอง) กดปิดปากขวดแก้วสกรีน (สีดำ) ด้วยเครื่องอัดหัวเสปรย์ หมายเลขเครื่อง CM-MN-M-110 (ให้ใส่แว่นป้องกันขณะดำเนินการ)\n9.3 นำที่ครอบชุดหัวสเปรย์ ครอบชุดหัวสเปรย์และใช้เครื่องอัดฝาบีบที่ครอบเข้ากับชุดหัวสเปรย์ให้แน่นสนิท หมายเลขเครื่อง CM-MN-M-111 (ให้ใส่แว่นป้องกันขณะดำเนินการ)\n9.4 นำฝาครอบหัวสเปรย์ (สีทอง) ครอบปิดชุดหัวสเปรย์พร้อมสายยาง (สีทอง) ให้แน่นสนิท\n9.5 พับถาดในรองขวด (สีดำ) และไส้ใน (สีดำ) พร้อมประกอบเข้าด้วยกัน\n9.6 นำขวดที่ผ่านการบรรจุแล้ว วางลงในถาดในรองขวด (สีดำ) โดยหันด้านหน้าขวดขึ้นด้านบน\n9.7 นำปลอกสวมสกรีน (สีดำ) สวมไส้ใน (สีดำ) ที่บรรจุขวดแล้วโดยหันให้ด้านหน้าขวดตรงกับปด้านหน้าปลอกสวม\n9.8 นำกล่องที่ผ่านการบรรจุแล้ว ชริ้งฟิล์มขนาด 12 นิ้ว ที่กล่อง โดยใช้เครื่องอุโมงค์ความร้อน\n9.9 นำกล่องที่ผ่านการชริ้งแล้ว บรรจุลงลังลูกค้า","25","2024-12-06 03:26:35","2024-12-06 03:26:35"
"1185","MF2412003","12","-","25","2024-12-06 03:36:19","2024-12-06 03:36:19"
"1186","MF2412004","5","จัดเก็บในถังแบ่ง Bulk ที่มีฝาปิด หลีกเลี่ยงแสงแดดและความร้อน","17","2024-12-06 08:09:39","2024-12-06 08:09:39"
"1187","MF2412004","11","จัดเก็บใน shipping packaging หลีกเลี่ยงแสงแดดและความร้อน","17","2024-12-06 08:09:50","2024-12-06 08:09:50"
"1188","MF2412004","6","ขวดแก้วใส Silk Screen , ชุดหัวสเปรย์พร้อมสายยาง , ฝาครอบหัวสเปรย์ (สีทอง)","17","2024-12-12 07:27:24","2024-12-12 07:27:24"
"1189","MF2412004","9","9.1 บรรจุของเหลวสีเหลืองใส (กลิ่นmillion) ลงในขวดแก้วใส Silk Screen ปริมาณสุทธิ 29.1 กรัม/ขวด\n9.2 นำชุดหัวสเปรย์พร้อมสายยาง (สีทอง) หมุนปิดปากขวดแก้วใส ให้แน่นสนิท\n9.3 นำฝาครอบหัวสเปรย์ (สีทอง) ครอบปิดหัวสเปรย์พร้อมสายยาง (สีทอง) ให้แน่นสนิท\n9.4 พับไส้ในรองขวด (สีขาว) และ ถาดใน (สีขาว) พร้อมประกอบเข้าด้วยกัน\n9.5 นำขวดที่ผ่านการบรรจุแล้ว วางลงในไส้ในรองขวด (สีขาว) โดยหันด้านหน้าขวดขึ้นด้านบน\n9.6 นำปลอกสวมสกรีน (สีขาว) สวมถาดใน (สีขาว)  ที่บรรจุไส้ในรองขวด (สีขาว) แล้วโดยให้ด้านหน้าขวดตรงกับด้านหน้าปลอกสวม\n9.7 นำกล่องที่ผ่านการบรรจุแล้ว ชริ้งฟิล์ม หน้า 12 นิ้ว หนา 12.5 mic. (ACR FR) ที่กล่อง โดยใช้เครื่องอุโมงค์ความร้อน\n9.8 นำกล่องที่ผ่านการชริ้งแล้ว บรรจุลงลังลูกค้า ขนาด 19.2 x 17.6 x 13.5 cm.","17","2024-12-12 07:28:32","2024-12-12 07:28:32"
"1190","MF2412005","5","จัดเก็บในถังแบ่ง Bulk ที่มีฝาปิด หลีกเลี่ยงแสงแดดและความร้อน","17","2024-12-17 02:15:24","2024-12-17 02:15:24"
"1191","MF2412005","11","จัดเก็บใน shipping packaging หลีกเลี่ยงแสงแดดและความร้อน","17","2024-12-17 02:15:27","2024-12-17 02:15:27"
"1192","MF2412006","5","จัดเก็บในถังแบ่ง Bulk ที่มีฝาปิด หลีกเลี่ยงแสงแดดและความร้อน","17","2024-12-18 03:50:45","2024-12-18 03:50:45"
"1193","MF2412006","9","9.1 นำเนื้ออออชล์ สีใส (กลิ่น Kodomo) บรรจุลงขวดพลาสติกใส 100 ml. ปริมาณ 79.9 กรัม/ขวด\n9.2 นำหัวปั๊มสีขาวพร้อมสายยาง + ตัวล็อดหัวปั๊ม หมุนปิดขวดขวดพลาสติกใส 100 ml. ให้แน่นสนิท โดยตัดสายยาง ให้มีความขาว 7 cm. และหันหัวปั๊มให้ตรงกับด้านหน้าขวด\n9.3 ปิดฉลาก (สีน้ำอาล) (แบบบม้วน) รอบขวดพลาสติกใส 100 ml. โดยใช้เครื่องติดสติ๊กเกอร์ รหัส CM-MN-M-023 ระวังไม่ให้เกิดรอยและฟองอากาศ\n9.4 นำขวดที่ผ่านการปิดฉลากแล้ว บรรจุลงกล่อง (สีน้ำตาล) โดยให้ด้านหน้าขวดหันไปทางเดียวกับด้านหน้ากต้องโดยหันหัวปั๊มไปทางด้านซ้ายของกล่อง\n9.5 นำกล่องที่ผ่านการบรรจุแล้ว ชริ๊งฟิล์ม หน้า 12 นิ้ว หนา 12.5 mic. (ACR FR) ที่กล่อง ด้วยเครื่องอุโมงค์ความร้อน\n9.6 นำกล่องที่ผ่านการขริ้งแล้ว บรรจุลงลังเปลือยเล็ก ขนาด29.4(ก)*39.2(ย)*23.5(ส) ซม.","17","2024-12-18 03:50:55","2024-12-18 03:55:18"
"1194","MF2412006","6","ขวดพลาสติกใส 100 ml. , หัวปั๊มสีขาวพร้อมสายยาง+ ตัวล็อคหัวปั๊ม","17","2024-12-18 03:56:13","2024-12-18 03:56:13"
"1195","MF2412006","11","จัดเก็บใน shipping packaging หลีกเลี่ยงแสงแดดและความร้อน","17","2024-12-18 03:56:35","2024-12-18 03:56:35"
"1196","MF2412007","5","จัดเก็บในถังแบ่ง Bulk ที่มีฝาปิด หลีกเลี่ยงแสงแดดและความร้อน","19","2024-12-19 03:15:44","2024-12-19 03:15:44"
"1197","MF2412007","11","จัดเก็บใน shipping packaging หลีกเลี่ยงแสงแดดและความร้อน","19","2024-12-19 03:15:47","2024-12-19 03:15:47"
"1198","MF2412008","5","จัดเก็บในถังแบ่ง Bulk ที่มีฝาปิด หลีกเลี่ยงแสงแดดและความร้อน","25","2024-12-19 03:39:37","2024-12-19 03:39:37"
"1199","MF2412008","11","จัดเก็บใน shipping packaging หลีกเลี่ยงแสงแดดและความร้อน","25","2024-12-19 03:39:40","2024-12-19 03:39:40"
"1200","MF2412009","5","จัดเก็บในถังแบ่ง Bulk ที่มีฝาปิด หลีกเลี่ยงแสงแดดและความร้อน","17","2024-12-20 03:52:56","2024-12-20 03:52:56"
"1201","MF2412009","11","จัดเก็บใน shipping packaging หลีกเลี่ยงแสงแดดและความร้อน","17","2024-12-20 03:53:42","2024-12-20 03:53:42"
"1202","MF2412010","5","จัดเก็บในถังแบ่ง Bulk ที่มีฝาปิด หลีกเลี่ยงแสงแดดและความร้อน","17","2024-12-23 09:30:38","2024-12-23 09:30:38"
"1203","MF2412010","11","จัดเก็บใน shipping packaging หลีกเลี่ยงแสงแดดและความร้อน","17","2024-12-23 09:30:48","2024-12-23 09:30:48"
"1204","MF2412011","5","จัดเก็บในถังแบ่ง Bulk ที่มีฝาปิด หลีกเลี่ยงแสงแดดและความร้อน","17","2024-12-26 07:43:32","2024-12-26 07:43:32"
"1205","MF2412011","11","จัดเก็บใน shipping packaging หลีกเลี่ยงแสงแดดและความร้อน","17","2024-12-26 07:43:32","2024-12-26 07:43:32"
"1206","MF2501001","5","จัดเก็บในถังแบ่ง Bulk ที่มีฝาปิด หลีกเลี่ยงแสงแดดและความร้อน","19","2025-01-10 02:37:31","2025-01-10 02:37:31"
"1207","MF2501001","11","จัดเก็บใน shipping packaging หลีกเลี่ยงแสงแดดและความร้อน","19","2025-01-10 02:37:37","2025-01-10 02:37:37"
"1208","MF2501003","5","จัดเก็บในถังแบ่ง Bulk ที่มีฝาปิด หลีกเลี่ยงแสงแดดและความร้อน","17","2025-01-20 04:37:09","2025-01-20 04:37:09"
"1209","MF2501003","11","จัดเก็บใน shipping packaging หลีกเลี่ยงแสงแดดและความร้อน","17","2025-01-20 04:37:12","2025-01-20 04:37:12"
"ไม่แต่งกลิ่น"
"สีครีม"
"สีขาว + ฝาครอบ หมุนปิดปากหลอดพลาสติกสกรีน (สีครีม) ให้แน่นสนิท\n9.3 บรรจุหลอดลงกล่องสกรีน (สีครีม) โดยให้ด้านหน้าหลอดหันไปทางเดียวกับด้านหน้ากล่อง\n9.4 นำกล่องที่ผ่านการบรรจุแล้ว ชริ้งฟิล์มหน้า 12 นิ้ว หนา 12.5mic. (ACR FR) ที่กล่อง โดยใช้เครื่องอุโมงค์ความร้อน\n9.5 นำกล่องที่ผ่านการชริ้งแล้ว บรรจุลงลังเปลือยใหญ่ ขนาด28.5(ก)*42.2(ย)*31.5(ส) ซม.,17,2025-01-22 08:08:57,2025-01-22 08:09:35"
"1211","MF2411002","6","¦\n1. หลอดพลาสติกสกรีน (สีครีม)\n2. หัวปั๊มสูญญากาศ (สีขาว + ฝาครอบ)","17","2025-01-22 08:10:38","2025-01-22 08:19:05"
